0,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1435,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1450,1451,1452,1453,1454,1455,1456,1457,1458,1459,1460,1461,1462,1463,1464,1465,1466,1467,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1478,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638
'Sp7',16,26,4,6,6,11,0,13,15,8,5,5,10,2,3,12,5,12,15,20,6,11,2,18,15,19,9,9,22,17,21,33,1,11,5,27,42,24,2,7,4,16,5,0,0,0,12,21,2,15,4,9,4,0,3,22,36,9,8,20,19,7,23,25,23,2,27,14,6,3,0,13,15,19,19,9,3,3,22,38,7,24,11,26,28,25,8,15,29,27,10,9,19,12,14,8,9,25,17,9,35,25,27,6,16,10,0,0,19,16,22,13,26,11,12,39,17,36,13,22,2,17,10,8,20,25,15,24,14,19,13,38,7,11,4,36,20,1,29,26,22,7,24,13,11,30,17,13,9,8,10,15,27,10,6,18,30,11,9,26,0,5,5,12,19,0,7,16,14,34,15,15,13,0,3,9,22,24,25,2,33,1,0,1,7,0,12,26,14,11,23,0,8,5,7,5,28,21,14,23,15,6,12,5,18,0,8,4,30,13,34,20,12,14,23,7,5,11,18,29,18,27,8,14,14,5,4,9,0,13,15,14,5,30,14,15,8,7,7,39,21,5,0,15,17,25,9,19,24,32,22,2,8,1,12,1,0
'Pin1',6,16,6,11,8,14,9,1,3,4,8,9,7,0,9,15,12,4,14,5,9,11,13,13,11,2,22,24,21,34,18,25,5,0,6,26,10,33,6,0,10,6,0,11,0,1,15,10,9,18,11,19,7,0,3,7,2,19,21,10,23,16,22,23,15,3,21,4,32,7,4,9,15,3,11,3,11,5,15,13,15,34,12,19,13,8,8,14,16,18,21,18,3,3,3,22,6,26,13,12,0,25,10,0,25,9,15,0,24,15,16,3,1,9,16,15,14,39,10,12,9,23,14,11,24,14,30,28,25,14,10,9,14,1,7,5,14,0,10,25,8,8,1,11,25,4,4,12,3,4,11,5,42,17,10,19,17,3,43,30,0,0,0,3,19,0,7,11,18,13,9,19,0,4,8,4,21,15,10,3,4,4,0,7,1,9,8,36,14,14,17,7,13,9,6,9,11,28,31,24,16,19,14,3,2,1,2,3,25,15,23,12,10,16,21,7,9,34,9,15,19,15,13,18,16,0,9,15,24,13,19,20,12,21,12,7,7,10,7,28,3,7,0,13,7,12,11,24,10,8,27,7,2,21,8,3,6
'Nfya',12,7,18,12,11,18,9,4,2,1,8,15,1,8,10,16,7,0,5,21,0,16,4,4,2,12,14,23,25,14,23,16,2,12,4,21,31,11,0,2,3,9,2,0,0,4,17,1,8,18,13,6,5,1,0,3,8,24,14,15,15,3,7,33,7,8,22,10,28,0,7,12,18,11,8,7,10,3,11,5,12,39,6,29,7,39,6,7,28,10,10,2,3,10,6,18,5,34,9,5,27,19,6,18,20,25,10,0,17,3,5,6,4,20,17,20,20,26,3,11,8,14,7,9,11,6,54,10,37,25,3,22,13,10,23,23,19,2,12,37,33,2,19,22,29,17,16,6,2,21,4,3,17,23,11,23,27,23,18,9,0,5,0,17,11,1,4,9,21,36,8,16,5,0,16,8,6,6,19,3,16,0,0,0,0,4,10,19,21,1,3,0,6,5,5,0,31,7,13,15,14,16,5,6,12,0,3,7,7,3,16,11,24,21,9,3,7,33,31,31,7,21,15,13,20,7,5,7,27,20,27,20,20,15,10,7,7,7,3,42,7,18,3,4,21,16,5,10,29,8,18,8,3,17,8,18,0
'Vsx1',1,7,12,7,15,1,8,4,1,0,7,11,1,9,0,6,6,4,1,24,8,12,3,2,10,10,5,13,10,11,10,15,7,2,6,17,24,14,3,5,10,12,2,2,0,0,19,7,8,10,18,7,9,1,1,9,8,12,10,8,8,4,17,7,22,12,14,16,11,8,7,13,16,8,21,20,8,1,14,1,4,17,8,30,5,8,15,3,15,9,11,8,10,7,4,10,7,20,12,15,13,22,17,3,1,20,8,0,31,15,12,2,4,8,19,17,24,13,1,19,2,18,6,6,10,15,12,15,32,9,2,1,4,8,7,23,13,4,5,44,17,0,24,27,6,14,20,17,5,2,9,11,10,11,9,19,22,14,29,11,0,0,0,7,16,0,8,13,13,11,13,14,5,1,2,7,23,8,4,7,15,4,0,1,5,10,1,21,13,0,11,0,9,3,10,6,23,15,11,23,8,3,16,2,18,0,0,13,18,16,19,17,14,6,3,7,8,28,10,18,5,1,6,14,8,11,1,7,6,11,12,5,9,22,6,13,18,3,11,35,19,14,0,17,2,5,3,16,8,9,24,0,3,8,14,7,3
'Klf1',10,19,8,9,12,7,13,0,1,2,4,6,9,1,1,2,9,7,9,14,11,2,6,1,15,5,10,18,28,14,9,9,3,2,5,36,32,10,5,1,1,16,4,6,4,1,8,10,3,7,15,6,18,0,4,21,14,5,11,13,5,12,21,2,16,6,15,11,4,5,0,12,18,3,22,4,14,2,13,13,13,20,24,23,22,20,5,19,26,14,14,20,10,13,11,7,18,10,6,3,10,10,4,14,15,10,12,0,13,20,21,3,15,15,13,22,17,22,25,7,2,10,1,6,23,33,15,10,25,20,4,11,0,12,7,21,20,5,22,30,8,2,2,2,17,12,12,7,18,1,7,16,11,39,7,16,19,13,2,26,6,1,0,14,12,3,2,6,16,17,7,22,5,6,13,9,11,10,10,9,17,2,1,11,1,3,12,17,12,15,14,0,5,14,2,7,22,18,22,11,15,5,5,12,0,0,2,6,24,19,9,6,13,15,0,2,6,26,26,9,18,6,5,8,9,11,0,8,4,9,20,13,13,20,4,1,2,2,15,45,1,6,4,14,9,15,4,5,7,23,16,1,0,15,14,11,4
'Vsx2',2,13,15,7,14,15,5,6,3,6,7,18,7,3,7,4,9,10,6,22,6,7,7,12,7,14,14,2,14,18,21,15,3,0,8,20,36,9,5,13,9,13,3,2,0,4,12,6,4,2,1,3,12,0,0,1,15,14,5,14,20,18,13,21,8,6,17,16,24,4,0,20,12,25,8,5,2,14,5,10,22,15,17,24,27,31,30,23,17,19,0,21,10,3,3,18,7,5,24,7,17,27,7,4,9,14,9,0,15,24,22,5,16,13,24,27,27,26,14,19,11,7,5,21,10,37,14,16,19,17,22,7,14,15,7,22,27,5,17,33,22,3,8,9,15,31,22,15,17,18,18,8,13,9,16,28,20,15,33,13,0,0,8,13,11,5,24,6,20,28,15,15,0,4,32,6,10,25,8,6,14,5,2,12,5,3,13,27,18,1,20,0,4,9,1,0,6,13,21,16,11,18,1,4,23,0,5,7,19,6,42,4,21,7,12,2,0,1,17,12,22,6,10,7,10,3,0,7,23,28,37,15,3,35,6,4,5,12,25,19,10,8,1,9,4,11,23,21,6,22,22,0,13,15,30,2,1
'Mybl1',4,5,4,4,5,1,5,2,7,5,6,10,5,0,8,7,6,5,3,10,0,7,3,10,7,2,13,16,10,6,0,22,3,6,2,22,26,6,8,2,10,19,0,9,0,3,0,10,3,16,4,12,3,0,0,16,11,11,12,6,1,4,15,5,14,4,18,8,15,5,5,13,3,6,19,6,1,1,1,17,9,13,10,7,7,11,8,15,4,7,12,11,5,6,6,10,2,17,13,8,8,17,8,4,16,4,16,0,6,2,6,1,2,0,8,17,13,12,7,4,0,13,7,4,19,11,9,5,15,4,5,5,4,4,1,17,4,0,10,17,5,0,1,16,2,6,7,5,4,0,2,10,10,9,2,11,12,9,12,9,0,4,0,8,10,2,10,9,1,3,3,27,2,3,6,4,7,14,10,2,1,0,0,1,0,8,4,11,16,0,6,0,5,11,8,2,7,11,13,7,12,10,5,1,2,7,12,3,7,11,7,3,16,1,1,4,4,2,4,6,14,6,2,5,9,7,6,15,9,2,14,3,16,10,0,9,0,0,0,29,1,0,1,3,5,24,15,5,19,30,15,2,17,1,8,2,0
'Mybl2',9,3,10,7,18,23,7,10,5,11,3,10,12,4,0,2,3,5,11,16,2,9,15,12,1,18,9,11,11,9,25,22,4,5,9,14,16,9,5,13,9,8,0,1,5,3,10,1,0,14,7,7,3,5,0,5,7,14,6,7,11,10,24,5,9,1,7,4,14,3,0,2,12,10,5,2,1,1,4,8,3,18,22,7,19,9,29,13,14,15,20,29,9,4,0,8,8,7,12,4,6,10,15,16,19,10,3,0,7,13,33,2,24,6,11,27,15,9,8,19,8,12,1,9,20,23,5,9,30,12,6,19,5,13,9,10,36,5,15,15,5,1,6,17,7,19,13,7,5,10,14,6,6,20,14,11,18,11,12,12,5,6,0,3,12,5,11,3,33,31,24,14,6,0,9,6,3,0,9,13,27,0,0,2,2,2,8,3,9,7,17,0,10,7,2,11,17,12,23,6,18,2,6,0,15,0,7,2,8,9,14,12,22,7,6,6,11,5,15,13,17,12,9,12,7,6,9,6,8,19,22,11,8,10,4,10,3,1,14,21,10,1,0,15,10,18,0,14,11,16,8,0,17,5,2,0,0
'Rnf2',11,12,5,1,2,17,9,5,11,0,3,11,4,0,6,8,2,10,14,4,3,5,4,8,2,22,15,4,4,11,17,29,4,4,0,4,10,14,0,6,18,12,2,12,0,1,6,5,0,5,1,14,16,4,0,3,1,10,6,7,10,17,17,18,1,0,21,7,4,0,0,17,4,9,6,5,0,6,13,10,16,14,5,18,18,20,16,8,8,5,21,8,5,15,5,10,5,7,26,8,13,12,14,9,21,13,3,0,12,5,23,0,26,15,24,12,9,19,8,10,4,13,10,7,3,30,27,9,14,2,9,16,5,6,1,12,10,9,15,24,29,7,9,8,6,13,8,5,0,5,0,2,6,12,5,7,12,4,12,19,5,14,0,24,6,0,2,9,8,16,11,4,1,0,7,13,10,9,12,12,19,5,0,4,5,4,9,5,16,5,5,0,7,0,7,8,18,30,20,9,8,2,1,8,5,0,4,1,10,15,24,1,29,4,17,9,7,7,12,4,16,7,13,4,13,5,0,19,4,21,18,0,7,3,1,6,17,1,4,22,14,6,4,11,3,11,4,5,5,13,21,0,14,11,8,1,4
'Blzf1',4,7,11,2,10,1,5,9,4,4,6,5,9,3,1,2,8,8,14,9,2,1,4,14,24,19,8,8,23,12,12,12,5,14,2,29,17,16,12,8,14,14,0,0,0,4,22,21,5,14,10,10,11,8,0,13,21,12,1,13,13,18,10,15,10,3,10,23,23,0,2,11,2,8,14,14,18,5,12,34,11,21,13,26,20,22,7,18,20,7,23,14,4,7,8,12,8,48,16,14,26,14,15,10,15,8,6,8,19,28,17,7,21,3,24,18,20,12,16,20,3,21,14,9,10,11,20,21,31,21,7,13,13,23,11,24,24,7,11,38,10,8,4,30,22,18,39,17,2,1,10,24,31,15,13,20,13,18,20,7,0,8,0,8,13,7,9,6,19,20,20,15,9,3,8,0,24,8,5,12,23,0,0,5,7,10,5,10,12,0,0,0,16,14,4,8,17,21,28,17,14,18,9,19,10,11,18,36,32,11,14,19,12,17,3,9,7,14,14,14,9,21,0,10,14,17,4,16,11,13,27,6,15,10,17,17,7,3,12,33,9,0,5,28,7,22,9,20,19,24,35,5,18,9,7,5,9
'Topors',13,10,7,6,1,2,0,12,5,0,13,1,1,10,9,4,12,17,10,17,10,6,0,1,0,21,8,8,10,10,6,8,7,7,5,51,15,32,12,0,6,11,0,13,0,2,12,6,7,11,20,3,15,0,0,7,15,14,10,14,25,11,23,6,29,11,25,11,15,0,10,22,6,9,15,4,7,4,9,15,16,31,4,26,16,7,20,5,16,6,10,18,2,8,21,20,9,26,33,19,15,18,20,3,25,15,16,2,22,14,21,2,18,10,6,26,11,14,7,32,3,8,5,14,10,10,18,26,29,19,5,22,5,5,18,16,20,1,5,28,23,0,8,10,7,11,17,18,19,2,11,12,26,20,2,21,33,1,20,7,2,4,0,18,11,0,8,9,21,7,11,16,2,4,1,5,10,6,14,4,9,5,0,9,7,8,9,11,8,2,9,0,5,7,6,7,14,13,31,24,8,5,9,11,2,5,4,6,25,8,25,11,5,18,4,0,7,20,4,12,7,11,5,13,19,16,1,17,13,8,17,25,21,12,16,11,12,5,21,27,5,2,0,3,8,29,6,11,18,24,16,10,6,5,9,10,5
'Nr3c2',4,23,30,26,28,16,8,15,14,3,29,13,15,6,30,12,8,17,15,57,5,1,21,29,20,15,23,14,36,76,38,27,5,8,20,43,28,32,14,14,26,29,14,8,10,14,35,22,30,22,10,19,14,13,16,13,16,23,3,18,42,14,38,41,54,7,46,29,43,11,9,30,31,2,32,12,22,5,44,40,15,34,14,28,42,48,24,25,40,30,41,32,2,9,26,14,18,17,24,38,19,41,19,25,42,34,9,2,42,27,29,13,9,12,40,33,49,15,21,32,7,19,29,28,21,38,61,19,49,45,17,12,7,30,14,54,40,7,34,56,31,6,47,33,9,17,52,20,8,4,24,16,45,47,23,26,39,13,82,30,7,3,0,20,20,2,25,12,44,42,13,13,6,6,4,11,27,41,33,10,35,25,5,33,7,7,11,28,52,16,40,10,26,8,1,7,23,24,46,31,34,29,16,23,31,4,15,7,46,9,33,21,54,24,22,1,22,24,14,28,31,30,16,8,31,44,23,13,35,21,30,17,17,30,23,8,8,3,38,62,6,27,3,22,24,34,21,16,25,36,48,3,23,33,36,14,3
'Nfia',10,22,10,30,20,9,8,8,4,5,6,20,9,11,5,25,3,10,15,8,8,14,5,12,24,12,20,11,13,15,29,27,22,15,6,27,22,22,9,9,4,10,1,0,8,3,16,2,9,22,8,11,12,4,0,4,11,20,20,20,32,6,26,9,7,11,19,11,10,5,0,14,9,38,17,4,12,11,11,22,9,25,17,16,36,28,34,6,26,9,6,22,14,11,4,6,12,29,25,23,13,28,21,14,11,15,11,0,20,20,32,5,10,14,16,8,23,16,12,25,5,15,11,6,16,26,21,10,16,15,18,13,8,4,15,21,30,6,20,48,11,10,14,37,37,10,18,5,14,10,7,10,32,7,14,18,26,37,17,23,0,8,0,12,2,4,24,13,19,32,13,34,1,4,16,5,3,14,11,6,4,6,0,1,14,14,31,31,7,17,11,0,11,10,10,9,15,31,37,20,27,16,1,10,19,3,19,20,59,35,19,7,13,15,11,0,6,27,20,37,6,12,11,15,14,23,7,29,19,28,36,16,22,20,1,10,13,6,19,45,6,8,3,8,18,43,15,16,26,32,36,4,14,22,15,4,8
'Taf6l',5,3,5,11,9,3,1,1,2,0,10,7,7,0,1,9,2,5,0,14,0,4,9,6,10,2,14,12,6,9,10,31,7,1,6,12,14,6,0,0,9,11,0,1,0,9,7,1,3,6,0,2,10,7,5,2,6,13,8,13,10,9,7,21,2,12,10,6,9,0,0,15,3,1,3,18,4,6,12,14,10,29,16,26,8,14,3,8,10,10,10,21,10,1,11,6,10,15,8,0,5,14,14,2,20,8,0,0,14,2,9,10,1,21,12,0,18,9,17,12,1,17,1,5,16,22,10,1,18,22,3,6,7,24,12,12,17,0,12,31,17,4,15,13,12,8,20,14,8,26,7,3,18,10,8,15,7,0,22,6,4,0,0,6,8,6,2,4,13,8,3,19,0,5,2,1,6,8,10,7,11,2,1,3,8,2,12,15,6,5,5,3,3,0,0,1,6,2,20,13,4,14,16,0,3,5,0,4,9,3,14,1,19,1,7,6,0,10,8,14,12,8,13,12,14,9,7,6,18,5,22,17,8,11,10,8,2,0,12,27,2,6,0,10,6,12,4,0,3,34,19,0,3,10,5,1,0
'Nr4a3',8,9,38,25,33,14,6,2,10,10,8,13,17,14,14,6,14,11,6,27,13,12,4,8,31,13,16,21,27,25,16,12,11,10,23,25,38,26,8,2,11,9,1,3,0,4,17,9,2,23,6,8,4,7,25,4,13,30,7,15,30,11,26,31,1,1,35,18,35,6,0,24,45,12,12,19,8,6,25,16,11,49,18,29,41,22,6,18,41,13,29,14,17,11,38,29,10,84,29,8,20,32,24,23,23,41,12,0,28,24,14,6,15,10,6,31,24,26,16,29,2,8,15,23,25,32,29,20,35,37,7,28,17,21,23,32,24,5,12,49,34,15,21,22,28,8,29,4,24,18,14,17,23,28,4,40,44,18,28,18,0,1,5,9,33,0,7,13,29,34,8,20,5,7,19,20,22,18,15,12,9,18,9,12,11,9,19,19,29,27,16,5,12,23,6,8,15,37,36,20,16,17,5,12,10,8,15,15,44,3,33,18,24,22,9,0,2,37,22,21,17,10,18,19,20,2,7,12,14,18,13,21,9,18,12,2,8,6,18,24,11,1,3,6,15,34,21,10,26,30,27,11,7,16,14,8,2
'Hoxd12',10,17,8,9,10,11,1,12,8,12,4,0,6,1,2,9,8,4,10,13,10,8,2,4,7,12,5,16,0,13,8,13,16,13,3,22,31,5,0,7,0,6,2,5,0,2,4,0,8,15,9,12,30,3,0,13,12,12,4,10,39,4,14,16,6,0,4,25,18,1,0,8,11,11,30,4,5,9,15,10,3,30,20,17,19,12,8,19,10,9,8,14,2,12,0,23,9,16,2,14,9,13,18,0,13,17,0,0,24,15,4,13,28,6,21,14,27,18,7,26,2,10,10,20,6,26,23,4,12,13,11,5,7,10,2,9,10,0,18,25,14,0,10,11,11,12,20,3,8,2,5,29,16,19,14,18,10,21,10,27,4,3,2,19,9,0,17,10,14,2,11,6,7,7,6,7,16,8,26,5,12,14,0,3,2,3,9,9,6,5,11,0,18,0,7,7,13,15,16,5,6,9,6,1,25,3,5,14,16,14,21,8,6,8,17,2,2,12,9,9,4,5,0,13,9,0,4,4,26,19,16,13,4,4,5,9,5,5,3,40,4,8,2,18,6,18,9,28,15,17,0,0,10,5,10,11,0
'Hoxd13',10,4,2,4,8,1,0,8,4,1,0,6,0,2,4,9,4,2,0,8,5,7,1,2,0,11,14,3,2,5,9,5,0,0,4,18,17,8,0,4,4,8,9,2,0,0,6,2,7,3,2,0,6,0,0,8,19,3,9,19,16,8,11,9,7,2,7,14,13,0,0,12,9,2,10,7,5,17,16,14,7,16,6,4,7,8,2,7,1,4,12,7,0,6,12,4,7,5,16,8,11,6,28,1,2,1,3,0,14,13,5,4,6,3,4,11,11,14,7,6,4,23,5,8,10,6,5,7,0,6,8,10,8,5,0,12,5,4,7,25,7,4,15,12,17,8,8,2,2,0,6,8,9,4,2,11,20,12,19,15,0,9,0,2,1,0,3,5,9,2,10,11,0,0,3,2,8,8,9,6,13,0,0,2,0,3,0,2,12,16,12,0,7,2,4,1,7,7,16,2,9,10,9,1,2,2,1,2,17,8,7,8,5,3,16,6,7,8,6,9,7,8,1,13,5,2,6,5,24,1,1,6,4,7,9,0,3,0,9,22,9,0,4,3,0,10,9,11,2,10,14,3,5,6,5,0,0
'Ttf1',8,0,20,19,15,3,5,8,5,12,12,5,1,0,0,9,12,2,8,14,7,19,2,8,10,25,8,14,15,5,15,15,3,8,3,34,11,18,2,0,2,20,0,2,3,3,15,4,2,11,8,7,15,1,3,6,2,16,2,12,11,12,26,12,14,1,31,13,15,5,4,18,9,9,14,1,11,0,10,15,18,37,9,37,29,20,13,22,18,12,15,12,6,10,11,16,4,10,26,22,15,14,19,13,21,10,1,0,24,15,10,0,11,19,10,14,8,41,1,17,4,2,11,17,13,20,21,12,9,12,1,10,4,6,18,20,11,8,9,35,26,4,5,8,19,19,23,13,7,2,2,9,7,10,7,19,20,12,10,11,0,3,0,16,11,2,16,14,6,11,6,20,6,5,5,3,7,10,6,1,41,0,0,0,2,2,12,19,7,4,7,0,14,1,0,7,20,36,29,13,7,15,5,9,9,0,12,11,16,2,10,9,17,8,18,4,11,14,14,10,9,11,4,15,16,10,0,8,18,25,20,34,17,22,7,11,6,1,11,42,6,14,2,7,1,8,6,29,1,21,25,0,7,17,14,1,0
'Sox9',3,1,2,2,10,5,3,13,5,12,5,4,6,0,0,7,7,14,7,4,7,5,0,27,11,14,8,3,14,9,17,22,8,16,3,34,3,11,24,9,14,1,6,1,0,1,8,4,0,6,7,14,9,0,0,10,9,9,7,11,15,5,2,4,19,2,18,5,9,8,0,10,4,27,10,7,0,9,1,8,6,13,26,8,18,12,33,13,20,5,26,6,1,6,5,4,14,12,8,27,5,16,24,9,10,20,2,0,21,17,21,2,24,17,15,22,6,14,5,27,12,9,9,12,16,16,20,2,3,15,4,20,3,0,20,21,11,7,13,24,18,5,6,17,2,9,15,9,17,8,8,14,9,5,7,22,17,20,10,8,0,1,0,6,14,0,9,13,18,17,22,19,1,0,9,13,18,10,3,5,12,0,4,6,6,15,1,16,5,0,10,0,3,0,2,3,11,9,26,14,14,4,17,4,6,0,7,14,14,41,11,16,12,3,14,0,3,5,41,26,9,10,14,1,10,3,0,13,7,5,18,5,9,19,15,8,0,0,9,30,1,4,1,10,9,25,3,13,1,28,13,0,0,8,7,4,7
'Nr2e1',4,8,6,15,3,8,5,0,0,0,8,6,0,8,12,9,3,6,6,21,5,0,0,16,0,11,14,7,17,3,16,13,7,7,3,13,19,12,4,4,16,16,4,2,0,1,5,4,0,6,5,7,4,0,0,3,10,10,1,29,6,2,14,14,6,11,15,7,21,1,0,9,7,11,15,0,1,0,11,2,8,16,14,16,9,12,16,4,18,2,9,10,6,3,11,19,2,21,31,1,14,23,10,7,31,7,4,0,19,11,17,4,13,7,16,30,14,15,11,12,1,6,11,8,12,10,13,24,16,11,4,7,3,6,10,7,11,7,15,25,21,7,11,5,10,9,25,9,2,1,6,23,23,7,0,7,21,6,25,14,0,0,0,4,6,1,11,2,11,7,12,5,3,0,2,0,13,8,5,9,9,0,0,5,1,2,3,22,10,3,9,0,2,1,4,6,18,18,7,12,23,11,0,6,11,0,7,8,21,10,14,12,10,11,20,10,5,10,13,6,5,10,18,9,8,10,0,6,12,5,17,21,8,21,11,12,7,6,27,32,3,1,4,15,6,2,10,3,12,30,11,0,2,16,6,3,0
'Polr2b',15,11,21,28,10,4,10,4,13,0,5,7,7,4,23,36,9,8,9,23,7,11,15,11,23,1,12,19,18,14,12,32,17,12,9,20,29,34,2,7,24,10,0,6,0,0,4,10,3,9,3,6,3,6,0,6,18,21,16,17,48,17,25,18,26,6,42,22,17,4,0,28,25,5,17,8,6,13,8,27,6,32,6,19,40,37,21,20,19,21,31,16,12,18,21,25,15,16,25,14,21,16,22,26,15,13,5,0,24,27,14,13,13,14,23,19,32,14,17,52,0,11,9,16,36,28,24,12,19,25,6,14,9,5,14,33,26,2,7,16,26,10,10,19,24,15,35,20,8,2,14,33,32,25,13,28,33,29,35,24,0,0,0,9,17,13,1,23,18,18,18,19,4,5,9,11,17,22,11,0,32,10,1,1,9,19,5,5,12,14,18,3,4,1,19,10,14,16,19,26,23,25,12,13,19,0,3,14,18,14,18,10,1,19,16,0,14,23,10,21,6,12,19,8,11,11,10,9,28,8,32,27,11,44,2,0,6,1,10,36,0,6,2,13,10,36,5,19,17,31,40,6,8,7,20,12,0
'Hltf',2,1,1,16,10,5,8,3,4,0,11,5,2,0,3,7,20,0,8,15,7,6,7,3,11,8,8,8,7,27,10,6,10,6,14,15,13,16,1,0,13,9,4,3,0,2,5,3,9,10,4,16,9,3,7,1,7,7,8,18,12,13,11,8,16,0,4,17,26,1,0,7,13,9,17,6,7,3,33,17,6,27,30,16,21,6,7,8,3,5,30,19,11,0,12,9,11,12,10,0,12,11,21,16,7,2,0,1,11,12,17,7,7,13,8,4,17,8,7,5,0,10,8,9,15,34,2,14,14,10,9,18,12,6,12,16,4,2,5,28,15,4,12,20,13,12,13,11,2,1,0,8,13,15,3,29,13,14,15,8,0,0,0,6,10,5,0,10,16,18,2,6,7,4,0,10,14,7,3,10,10,12,0,3,3,10,0,9,11,0,15,4,5,4,0,4,5,8,16,15,6,9,12,7,4,10,0,11,20,2,8,6,7,7,10,0,4,12,1,14,6,9,2,17,12,11,2,9,3,3,22,7,4,15,0,0,6,0,19,23,7,3,3,12,9,11,10,2,5,10,13,4,4,20,7,4,5
'Sox6',21,0,5,8,4,0,9,10,3,10,2,10,12,11,14,9,3,15,3,7,1,3,4,10,11,9,22,11,29,11,14,9,7,0,0,35,19,20,8,4,14,12,1,0,3,9,27,11,3,29,3,11,17,0,0,12,13,17,23,5,21,15,30,5,13,16,15,20,9,4,4,6,10,12,10,11,2,8,3,18,4,29,8,10,17,9,22,22,12,2,19,8,15,3,1,26,6,27,38,10,28,19,4,29,13,10,5,0,27,43,28,0,26,31,19,12,24,27,11,21,8,8,7,21,18,26,8,16,25,22,9,13,2,15,15,16,8,3,17,18,25,3,6,25,1,20,15,17,9,8,1,15,37,24,17,39,24,22,12,25,0,9,0,18,13,2,10,12,6,25,4,14,4,0,5,8,24,4,7,7,11,0,6,3,0,9,15,19,2,0,26,0,0,2,7,11,48,10,27,13,12,6,5,6,13,6,3,19,28,15,24,12,14,9,7,8,10,48,18,11,17,9,15,21,10,5,6,7,6,8,32,14,30,25,4,6,3,3,18,34,4,11,2,17,3,13,2,21,23,14,10,1,9,7,18,4,2
'Pbx3',5,9,6,14,13,7,2,4,5,3,1,3,2,1,7,6,4,11,2,2,6,6,7,10,0,5,3,15,9,14,14,25,3,10,6,15,20,6,1,2,9,13,1,5,0,4,6,1,0,11,6,0,11,6,0,0,13,22,8,8,7,14,13,7,7,5,9,8,8,0,0,8,11,9,16,12,6,0,2,10,13,17,12,4,22,8,15,16,7,6,20,15,8,5,5,23,4,23,10,4,5,18,14,0,18,6,1,1,25,27,11,4,5,7,3,16,7,29,15,3,1,1,10,2,15,23,23,5,1,9,3,8,0,20,5,19,17,5,10,12,5,5,12,13,13,15,13,13,9,2,3,6,22,8,1,12,12,6,7,17,0,0,0,11,10,0,11,6,4,10,5,8,2,2,7,13,12,11,19,3,11,3,0,3,2,3,3,13,6,0,5,0,4,0,2,3,6,12,12,8,10,11,6,12,11,0,3,8,12,18,16,15,19,2,8,1,4,12,21,11,5,7,6,0,5,9,0,9,4,3,14,3,19,24,1,6,9,0,3,27,5,7,0,19,2,5,13,2,21,20,11,0,2,0,12,6,0
'Sox5',23,13,23,11,20,12,14,7,8,5,19,38,5,11,18,16,15,16,4,18,4,15,9,20,11,12,17,20,40,16,20,25,0,10,6,47,19,22,7,2,18,16,4,10,0,3,7,12,10,24,15,8,26,7,4,19,28,11,21,18,14,25,22,15,28,9,14,59,20,0,3,15,14,24,17,2,2,1,9,29,11,46,20,37,44,29,24,16,66,11,25,28,20,29,11,19,16,31,27,23,14,11,32,9,19,4,23,5,33,26,37,8,6,27,28,34,26,6,36,49,2,41,15,27,26,20,23,28,35,14,9,10,13,1,11,13,12,1,27,19,23,6,22,23,33,19,35,16,13,3,11,25,29,12,4,31,40,43,30,27,4,2,0,6,37,0,17,6,24,28,17,25,7,8,23,31,16,21,11,15,35,14,4,10,5,8,21,17,11,0,21,9,3,9,8,17,23,18,25,42,25,2,30,21,19,5,9,13,21,18,42,14,20,7,10,2,5,11,9,27,22,11,12,5,21,11,8,5,15,24,25,34,19,12,15,4,17,1,25,28,3,3,6,34,6,25,16,4,14,24,33,3,16,10,11,2,0
