"sample","rep","alpha7integrin","CD104","CD11b","CD29","CD31","CD34","CD44","CD45","CD9","CD98","CXCR4","DNA1","DNA2","Myf5","MyoD","Myogenin","Pax7","pRb","Sca1","Thy1.2","Viability","Time","IdU"
"Day0","1",344.840667724609,2.49543285369873,3.06072521209717,49.276969909668,2.76038312911987,14.3141584396362,0,0,65.0942306518555,5.12839412689209,11.1706571578979,312.867797851562,565.287292480469,10.736517906189,0.168649062514305,0,49.4156608581543,203.260543823242,0.302854001522064,27.9899501800537,1.49942767620087,18398.099609375,2.97597408294678
"Day0","1",54.7531433105469,0,5.85809469223022,47.7313385009766,0.212062656879425,67.6540374755859,1.04236900806427,0.388539969921112,650.52490234375,0.766131162643433,0.369020402431488,684.553955078125,1218.65002441406,21.0153026580811,0.820392429828644,1.10469353199005,2.08517289161682,266.526550292969,91.0110092163086,85.7313995361328,5.47575855255127,224240.890625,0
"Day0","1",453.292205810547,1022.47863769531,0,35.4496917724609,0,17.7844905853271,0.436887413263321,0,2119.64526367188,0,1.30136930942535,355.526947021484,658.274169921875,9.86311149597168,5.40727996826172,4.97472763061523,2.3453369140625,1.91335272789001,1.91011214256287,3.81017327308655,21.9149703979492,190661.265625,5.06980323791504
"Day0","1",30.1621799468994,0,7.8666615486145,243.115280151367,0.479881286621094,126.856155395508,1.20354449748993,1.99060308933258,1257.22827148438,3.72971606254578,15.2849178314209,487.124359130859,886.428466796875,29.8472518920898,2.60769534111023,1.14142858982086,1.69532608985901,383.67138671875,5.82804250717163,43.202938079834,22.6417694091797,70840.0390625,0
"Day0","1",322.565460205078,2.99201798439026,0,40.6149711608887,1.09863173961639,0.284672111272812,0.267804503440857,0,230.111511230469,0,21.6565341949463,428.620819091797,903.591247558594,8.02216815948486,4.83034324645996,0.139492407441139,3.66161179542542,0.166773408651352,2.0739209651947,130.697891235352,6.88538551330566,159703.1875,5.0831093788147
"Day0","1",601.094482421875,0.582211971282959,4.85026025772095,81.990119934082,0.0523594841361046,24.3951854705811,1.81323957443237,0.589593648910522,543.553894042969,1.80753028392792,24.5461807250977,503.597076416016,903.538635253906,5.94872570037842,0.12316956371069,3.04563307762146,24.9208335876465,194.82746887207,1.48277711868286,2.7082986831665,4.46396684646606,110004.1796875,2.77083826065063
"Day0","1",25.8370151519775,3.35877275466919,0.449495047330856,97.9856033325195,0,198.488952636719,1.60054564476013,0.540787518024445,715.558471679688,5.54042387008667,4.37895011901855,620.40771484375,1203.40771484375,20.0213050842285,0.00450134044513106,5.57254648208618,0.0105925435200334,235.702621459961,374.672149658203,259.269439697266,6.93131065368652,50107.35546875,1.36720871925354
"Day0","1",179.369277954102,714.955017089844,3.1141562461853,238.721878051758,1.37039291858673,990.647766113281,0.70372486114502,8.12278842926025,3997.46020507812,14.56201171875,52.2015037536621,1042.78186035156,2046.21838378906,26.6360130310059,1.46814441680908,3.41318440437317,0.761846125125885,295.502319335938,2608.1201171875,79.4857635498047,5.70594549179077,65106.35546875,7.63369989395142
"Day0","1",483.029876708984,0.718373119831085,1.05790412425995,55.514102935791,0,33.8661003112793,0,0,244.656982421875,10.0556936264038,1.53742039203644,444.027709960938,822.951293945312,20.3438014984131,3.5159637928009,3.32251930236816,95.5602416992188,352.318054199219,0.280139565467834,174.194213867188,3.00260448455811,161861.359375,0
"Day0","1",37.5230026245117,0.117365621030331,0.496250241994858,69.5451583862305,0,751.52001953125,0.333714216947556,4.04466247558594,2281.07934570312,1.49655258655548,33.3450622558594,584.415161132812,1232.947265625,25.2689113616943,0.472493916749954,4.71012926101685,3.00924873352051,277.343536376953,584.33447265625,77.1992416381836,5.88320779800415,8235.9765625,0
"Day0","1",424.377655029297,0.429820835590363,0.854775905609131,57.0655975341797,0,60.9091720581055,0,0,263.455200195312,5.75307846069336,25.038143157959,498.630889892578,838.770629882812,8.45310306549072,2.08250212669373,0,9.02565765380859,126.342346191406,0,39.1047134399414,2.20002150535583,202747.125,7.11142063140869
"Day0","1",426.47802734375,372.798156738281,0.852654337882996,331.307006835938,7.14522981643677,555.584716796875,5.0332989692688,6.09538316726685,5557.55029296875,8.4728889465332,49.1885643005371,1357.77478027344,2584.9130859375,49.5557060241699,1.47044801712036,4.03961992263794,1.40664637088776,113.564933776855,1596.9189453125,27.8695545196533,14.7235813140869,34934.34765625,9.39485168457031
"Day0","1",25.6913681030273,1.28401684761047,0.64862197637558,44.2090492248535,2.42851400375366,55.6583442687988,0,0,449.680511474609,3.27854752540588,2.2780933380127,687.559692382812,1182.9140625,12.4845008850098,1.77504968643188,4.65025281906128,0,247.782730102539,158.710983276367,22.0666255950928,10.1695194244385,104441.390625,1.26056504249573
"Day0","1",32.6290702819824,0,0,7.15601301193237,0,20.1427230834961,0.706800580024719,0.337317764759064,158.422134399414,0,0,445.958831787109,773.62841796875,9.33860969543457,0.0657761245965958,3.15703105926514,0.731342077255249,228.139068603516,20.6457386016846,71.4754028320312,10.7045288085938,55617.80078125,6.62179708480835
"Day0","1",439.524536132812,3.96135187149048,2.53246331214905,65.6380767822266,2.90022230148315,29.6177291870117,0,0.939007520675659,418.3759765625,6.22273540496826,22.261323928833,656.840515136719,1233.07360839844,9.13306999206543,0.151163175702095,4.22010183334351,14.5892400741577,94.4117736816406,0,45.4286155700684,6.47007703781128,149328.859375,0
"Day0","1",149.219985961914,0,8.13613796234131,4.89513349533081,0.572682917118073,45.1452407836914,0.0913134664297104,1.87552356719971,194.800048828125,5.09345722198486,2.44036722183228,357.476837158203,610.51220703125,2.65001654624939,0.0293932352215052,0.672977268695831,2.3076753616333,7.69435024261475,2.42805624008179,20.9266185760498,3.30901908874512,265913.875,0.961024343967438
"Day0","1",63.8069610595703,0.50180858373642,2.08659958839417,143.958541870117,0,218.188659667969,0,0.400404840707779,1262.26220703125,4.74635314941406,5.43875455856323,815.662292480469,1562.73327636719,19.8457202911377,1.46231842041016,3.33994603157043,0.457338213920593,145.25048828125,284.249542236328,70.5848159790039,3.68192338943481,88909.1015625,0
"Day0","1",26.8113288879395,1.18507611751556,0,271.476776123047,1.35802936553955,283.182098388672,9.03359508514404,3.56692910194397,4116.84619140625,4.94233465194702,19.0376472473145,351.328704833984,698.140075683594,37.3382797241211,1.19412302970886,1.39883804321289,1.24844300746918,41.1504516601562,128.794570922852,120.044631958008,6.10263156890869,64785.94921875,0
"Day0","1",34.3236274719238,0.157649412751198,3.70505905151367,31.794282913208,0,65.1746978759766,1.56964910030365,0,1570.20349121094,6.13003396987915,1.8742071390152,621.687316894531,1175.95092773438,9.6003885269165,0,2.86224031448364,1.02945625782013,50.9194717407227,195.854782104492,69.5513458251953,2.78240942955017,5900.884765625,3.19945859909058
"Day0","1",778.199829101562,5.40020895004272,2.97776579856873,99.1388626098633,0.195700287818909,21.3658618927002,0.500996649265289,0.821915030479431,323.633941650391,14.7560329437256,2.72506165504456,357.640686035156,618.785400390625,27.6843185424805,0.294538736343384,0.0174550469964743,60.6909637451172,391.210235595703,6.20349073410034,9.94875621795654,5.2740273475647,279648.3125,0.0561331324279308
"Day0","1",40.187126159668,0,0.0389490984380245,46.9886245727539,1.85518252849579,199.237335205078,0.304594337940216,0,1099.83276367188,1.25149476528168,10.979323387146,561.477844238281,1172.42504882812,12.1255769729614,0.667946696281433,2.77710461616516,3.19967937469482,40.0695686340332,424.589935302734,237.943466186523,10.7284460067749,31179.58203125,1.94098711013794
"Day0","1",27.1334552764893,0.58510810136795,0,122.849090576172,1.90741467475891,777.834533691406,1.71957385540009,1.116171002388,3458.76416015625,3.03218269348145,9.57426738739014,918.819030761719,1869.154296875,35.2280464172363,0,6.58286905288696,0.516004681587219,177.843170166016,1108.46911621094,144.048202514648,3.55518388748169,106410.1015625,3.12868475914001
"Day0","1",45.0206642150879,2.96525883674622,0.501678824424744,111.174842834473,0,14.9180793762207,0.704706132411957,0.346548408269882,161.388580322266,1.9771054983139,1.12606298923492,551.450378417969,865.4541015625,5.14437389373779,0.715178430080414,0,0,118.660018920898,1.03458058834076,19.33713722229,19.244213104248,122814,0
"Day0","1",172.253524780273,285.806396484375,4.5519437789917,184.801879882812,0.256640374660492,297.191955566406,3.23806762695312,1.77238249778748,817.24072265625,0,25.1969947814941,1037.94201660156,1915.505859375,6.35535144805908,1.66453123092651,0.696067750453949,0.190605446696281,334.952728271484,1464.68212890625,7.12481927871704,9.31305122375488,29665.96484375,2.33998608589172
"Day0","1",430.187072753906,0.27758115530014,1.52275955677032,69.3267974853516,0,36.9797058105469,0.0559263378381729,0,138.721145629883,24.281192779541,5.46784925460815,459.071105957031,850.620544433594,2.06980180740356,16.4324207305908,6.83097696304321,78.7311172485352,283.145263671875,3.27405095100403,84.6737060546875,3.01445126533508,114175.7578125,0
